question,option,is_correct,source
Compound forms when atoms of nonmetals form molecules that are held together by what?,covalent bonds,True,correct_answer
Compound forms when atoms of nonmetals form molecules that are held together by what?,ionic bonds,False,llama_distractor1
Compound forms when atoms of nonmetals form molecules that are held together by what?,metallic bonds,False,llama_distractor2
Compound forms when atoms of nonmetals form molecules that are held together by what?,hydrogen bonds,False,llama_distractor3
Which property of diamond makes it so hard?,chemical bonds,True,correct_answer
Which property of diamond makes it so hard?,the number of connections between atoms,False,llama_distractor1
Which property of diamond makes it so hard?,the strength of the connections,False,llama_distractor2
Which property of diamond makes it so hard?,the identity of the elements joining together,False,llama_distractor3
Where does the energy produced by plants come from?,sunlight,True,correct_answer
Where does the energy produced by plants come from?,water,False,llama_distractor1
Where does the energy produced by plants come from?,soil,False,llama_distractor2
Where does the energy produced by plants come from?,carbon dioxide,False,llama_distractor3
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",fungi,True,correct_answer
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",bacteria,False,llama_distractor1
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",archaea,False,llama_distractor2
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",protists,False,llama_distractor3
What three parts is the earth divided into?,"crust, mantle, core",True,correct_answer
What three parts is the earth divided into?,atmosphere,False,llama_distractor1
What three parts is the earth divided into?,oceans,False,llama_distractor2
What three parts is the earth divided into?,continents,False,llama_distractor3
Ac is better than dc for doing what?,transporting electrcal energy,True,correct_answer
Ac is better than dc for doing what?,ступающий,False,llama_distractor1
Ac is better than dc for doing what?,engine performance,False,llama_distractor2
Ac is better than dc for doing what?,power consumption,False,llama_distractor3
"What arises due to crossing over, independent assortment, and the random union of gametes?",genetic variation,True,correct_answer
"What arises due to crossing over, independent assortment, and the random union of gametes?",agemos,False,llama_distractor1
"What arises due to crossing over, independent assortment, and the random union of gametes?",genetic similarity,False,llama_distractor2
"What arises due to crossing over, independent assortment, and the random union of gametes?",hybrid vigor,False,llama_distractor3
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,skeletal muscle fibers,True,correct_answer
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,tender muscle fibers,False,llama_distractor1
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,nerve fibers,False,llama_distractor2
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,connective tissue fibers,False,llama_distractor3
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,valence electron,True,correct_answer
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,electron,False,llama_distractor1
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,proton,False,llama_distractor2
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,neutron,False,llama_distractor3
The ionic end of a detergent can either be a sulfate or what?,sulfonate,True,correct_answer
The ionic end of a detergent can either be a sulfate or what?,three incorrect answers chloride,False,llama_distractor1
The ionic end of a detergent can either be a sulfate or what?,phosphate,False,llama_distractor2
The ionic end of a detergent can either be a sulfate or what?,citrate,False,llama_distractor3
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",lumen,True,correct_answer
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",villi,False,llama_distractor1
"The inside of the small intestine has many folds, called villi. microvilli are lined with blood vessels as well as lymphatic vessels. the inside of the small intestine is called this?",blood vessels,False,llama_distractor2
