question,option,is_correct,source
Where does the energy produced by plants come from?,sunlight,True,correct_answer
Where does the energy produced by plants come from?,groundwater,False,original_distractor1
Where does the energy produced by plants come from?,animals,False,original_distractor2
Where does the energy produced by plants come from?,evaporation,False,original_distractor3
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",fungi,True,correct_answer
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",virus,False,original_distractor1
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",bacterium,False,original_distractor2
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",yeast,False,original_distractor3
What three parts is the earth divided into?,"crust, mantle, core",True,correct_answer
What three parts is the earth divided into?,"crust, core, magma",False,original_distractor1
What three parts is the earth divided into?,"oceans, land, air",False,original_distractor2
What three parts is the earth divided into?,"troposphere, atomosphere, xerosphere",False,original_distractor3
Ac is better than dc for doing what?,transporting electrcal energy,True,correct_answer
Ac is better than dc for doing what?,cooking electrcal energy,False,original_distractor1
Ac is better than dc for doing what?,storing electrical energy,False,original_distractor2
Ac is better than dc for doing what?,stopping electrical ebergy,False,original_distractor3
"What arises due to crossing over, independent assortment, and the random union of gametes?",genetic variation,True,correct_answer
"What arises due to crossing over, independent assortment, and the random union of gametes?",susceptible variation,False,original_distractor1
"What arises due to crossing over, independent assortment, and the random union of gametes?",recessive variation,False,original_distractor2
"What arises due to crossing over, independent assortment, and the random union of gametes?",alternative variation,False,original_distractor3
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,skeletal muscle fibers,True,correct_answer
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,uplift muscle fibers,False,original_distractor1
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,luminous muscle fibers,False,original_distractor2
Myofibrils are long cylindrical structures that lie parallel to and run the entire length of what fibers?,heart muscle fibers,False,original_distractor3
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,valence electron,True,correct_answer
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,loops electron,False,original_distractor1
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,modular electron,False,original_distractor2
Hydrogen atoms form only one covalent bond because they have only one have one of what to pair with it?,Water electron,False,original_distractor3
The ionic end of a detergent can either be a sulfate or what?,sulfonate,True,correct_answer
